org,max_slope,r2,intercept
Granulosicoccus antarcticus,0.07857281415564006,0.9972479343192685,-1.2838288607897683
Mobilicoccus massiliensis,0.057416337340181256,0.9890287903338519,-1.971757561561906
Kytococcus sedentarius,0.027386862179662512,0.9659092646234603,-1.7576172639835468
