variable,minutes,mean
Dermabacter hominis,7,-2.231628936401166
Dermabacter hominis,8,-2.0354733042291633
Dermabacter hominis,9,-1.8430187217207834
Dermabacter hominis,10,-1.7081360228687563
Dermabacter hominis,11,-1.6320588908942897
Dermabacter hominis,12,-1.5695522743531067
Dermabacter hominis,13,-1.5099242519947413
Dermabacter hominis,14,-1.4938863701190424
Dermabacter hominis,15,-1.453997279299998
Dermabacter hominis,16,-1.3960141679032427
Dermabacter hominis,17,-1.3269279075156186
Dermabacter hominis,18,-1.2771693509269137
Dermabacter hominis,19,-1.205204496356473
Dermabacter hominis,20,-1.1579133062101823
Dermabacter hominis,21,-1.0929393232265843
Dermabacter hominis,22,-1.022619379617753
Dermabacter hominis,23,-0.9481871586048969
Dermabacter hominis,24,-0.9263920883635632
Dermabacter hominis,25,-0.8614181053799644
Dermabacter hominis,26,-0.7960328946559636
Dermabacter hominis,27,-0.7421620606632333
Dermabacter hominis,28,-0.6907585931129183
Dermabacter hominis,29,-0.643878630707031
Dermabacter hominis,30,-0.6035783121475832
Dermabacter hominis,31,-0.5303797743559352
Dermabacter hominis,32,-0.49254682223890256
Dermabacter hominis,33,-0.4493679094966382
Dermabacter hominis,34,-0.4033104025715557
Dermabacter hominis,35,-0.3597202620888881
Dermabacter hominis,36,-0.29063400170126485
Dermabacter hominis,37,-0.2569133269882581
Dermabacter hominis,38,-0.19399548270667202
Dermabacter hominis,39,-0.16520954087849596
Dermabacter hominis,40,-0.09776819145248199
Dermabacter hominis,41,-0.061580150297060654
Dermabacter hominis,42,-0.012644049189160525
Dermabacter hominis,43,0.016964348119821532
Dermabacter hominis,44,0.06219939956409905
Dermabacter hominis,45,0.11360286711441335
Dermatophilus congolensis,0,-2.6909703224307826
Dermatophilus congolensis,1,-2.9368845111914905
Dermatophilus congolensis,2,-3.0610752887930524
Dermatophilus congolensis,3,-3.039280218551718
Dermatophilus congolensis,4,-2.978418512972145
Dermatophilus congolensis,5,-2.8904157765260052
Dermatophilus congolensis,6,-2.826264249023212
Dermatophilus congolensis,7,-2.6979611940176254
Dermatophilus congolensis,8,-2.5696581390120388
Dermatophilus congolensis,9,-2.463561381988188
Dermatophilus congolensis,10,-2.3299123663573686
Dermatophilus congolensis,11,-2.229161569958751
Dermatophilus congolensis,12,-2.1728233695236057
Dermatophilus congolensis,13,-2.167477408898373
Dermatophilus congolensis,14,-2.1576079431287125
Dermatophilus congolensis,15,-2.125120951636913
Dermatophilus congolensis,16,-2.1201862187520835
Dermatophilus congolensis,17,-2.11155043620363
Dermatophilus congolensis,18,-2.1037371091359818
Dermatophilus congolensis,19,-2.1070269310592025
Dermatophilus congolensis,20,-2.126354634858121
Dermatophilus congolensis,21,-2.11319534716524
Dermatophilus congolensis,22,-2.0909890491835035
Dermatophilus congolensis,23,-2.091811504664309
Dermatophilus congolensis,24,-2.105793247837995
Dermatophilus congolensis,25,-2.102503425914774
Dermatophilus congolensis,26,-2.091400276923906
Dermatophilus congolensis,27,-2.0905778214431012
Dermatophilus congolensis,28,-2.0897553659622963
Dermatophilus congolensis,29,-2.1008585149531647
Dermatophilus congolensis,30,-2.1160739413480574
Dermatophilus congolensis,31,-2.0922227324047116
Dermatophilus congolensis,32,-2.0975686930299435
Dermatophilus congolensis,33,-2.1136065749056425
Dermatophilus congolensis,34,-2.1267658625985235
Dermatophilus congolensis,35,-2.118952535530875
Dermatophilus congolensis,36,-2.120186218752083
Dermatophilus congolensis,37,-2.113606574905642
Dermatophilus congolensis,38,-2.1185413077904727
Dermatophilus congolensis,39,-2.137869011589391
Dermatophilus congolensis,40,-2.1407476057722086
Dermatophilus congolensis,41,-2.1391026948105987
Dermatophilus congolensis,42,-2.154318121205492
Dermatophilus congolensis,43,-2.1555518044266995
Dermatophilus congolensis,44,-2.1596640818307247
Dermatophilus congolensis,45,-2.15884162634992
Desulfobacter curvatus,0,-1.7064911119071464
Desulfobacter curvatus,1,-1.82286856244106
Desulfobacter curvatus,2,-1.9421246071577913
Desulfobacter curvatus,3,-1.9561063503314766
Desulfobacter curvatus,4,-1.9532277561486597
Desulfobacter curvatus,5,-1.8997681498963317
Desulfobacter curvatus,6,-1.8726271190297648
Desulfobacter curvatus,7,-1.8306818895087076
Desulfobacter curvatus,8,-1.7356882814757255
Desulfobacter curvatus,9,-1.7122483002727815
Desulfobacter curvatus,10,-1.7315760040716999
Desulfobacter curvatus,11,-1.7443240640241782
Desulfobacter curvatus,12,-1.7657079065251091
Desulfobacter curvatus,13,-1.7875029767664428
Desulfobacter curvatus,14,-1.8343829391723303
Desulfobacter curvatus,15,-1.8352053946531357
Desulfobacter curvatus,16,-1.8401401275379659
Desulfobacter curvatus,17,-1.8401401275379654
Desulfobacter curvatus,18,-1.8495983655672235
Desulfobacter curvatus,19,-1.8368503056147458
Desulfobacter curvatus,20,-1.8524769597500415
Desulfobacter curvatus,21,-1.8689260693661425
Desulfobacter curvatus,22,-1.8787955351358026
Desulfobacter curvatus,23,-1.8783843073954003
Desulfobacter curvatus,24,-1.8837302680206331
Desulfobacter curvatus,25,-1.8755057132125823
Desulfobacter curvatus,26,-1.865636247442922
Desulfobacter curvatus,27,-1.8722158912893625
Desulfobacter curvatus,28,-1.8898986841266707
Desulfobacter curvatus,29,-1.8923660505690862
Desulfobacter curvatus,30,-1.9223856756184698
Desulfobacter curvatus,31,-1.9244418143204824
Desulfobacter curvatus,32,-1.9088151601851866
Desulfobacter curvatus,33,-1.9125162098488093
Desulfobacter curvatus,34,-1.934311280090143
Desulfobacter curvatus,35,-1.952405300667854
Desulfobacter curvatus,36,-1.9487042510042314
Desulfobacter curvatus,37,-1.9569288058122818
Desulfobacter curvatus,38,-1.9544614393698665
Desulfobacter curvatus,39,-1.9910607082656913
Desulfobacter curvatus,40,-1.9877708863424708
Desulfobacter curvatus,41,-1.9935280747081063
Desulfobacter curvatus,42,-2.009977184324207
Desulfobacter curvatus,43,-2.0223140165362823
Desulfobacter curvatus,44,-2.0424641758160065
Desulfobacter curvatus,45,-2.0305385713443336
Desulfobulbus elongatus,0,-1.5165038958411814
Desulfobulbus elongatus,1,-1.5502245705541882
Desulfobulbus elongatus,2,-1.5781880569015598
Desulfobulbus elongatus,3,-1.532953005457282
Desulfobulbus elongatus,4,-1.4918302314170302
Desulfobulbus elongatus,5,-1.4840169043493823
Desulfobulbus elongatus,6,-1.5284295003128545
Desulfobulbus elongatus,7,-1.4383706251647017
Desulfobulbus elongatus,8,-1.4112295942981357
Desulfobulbus elongatus,9,-1.4297348426162493
Desulfobulbus elongatus,10,-1.3639384041518459
Desulfobulbus elongatus,11,-1.3606485822286256
Desulfobulbus elongatus,12,-1.404238722711293
Desulfobulbus elongatus,13,-1.4272674761738342
Desulfobulbus elongatus,14,-1.5025221526674954
Desulfobulbus elongatus,15,-1.5206161732452064
Desulfobulbus elongatus,16,-1.5156814403603764
Desulfobulbus elongatus,17,-1.5403551047845272
Desulfobulbus elongatus,18,-1.5522807092562005
Desulfobulbus elongatus,19,-1.5457010654097605
Desulfobulbus elongatus,20,-1.5465235208905654
Desulfobulbus elongatus,21,-1.5481684318521753
Desulfobulbus elongatus,22,-1.5592715808430437
Desulfobulbus elongatus,23,-1.5835340175267925
Desulfobulbus elongatus,24,-1.5827115620459873
Desulfobulbus elongatus,25,-1.59299225555605
Desulfobulbus elongatus,26,-1.5868238394500123
Desulfobulbus elongatus,27,-1.5958708497388678
Desulfobulbus elongatus,28,-1.595048394258063
Desulfobulbus elongatus,29,-1.613553642576177
Desulfobulbus elongatus,30,-1.6226006528650314
Desulfobulbus elongatus,31,-1.5876462949308179
Desulfobulbus elongatus,32,-1.621366969643824
Desulfobulbus elongatus,33,-1.644806950846768
Desulfobulbus elongatus,34,-1.6369936237791203
Desulfobulbus elongatus,35,-1.6476855450295855
Desulfobulbus elongatus,36,-1.6365823960387176
Desulfobulbus elongatus,37,-1.6768827145981648
Desulfobulbus elongatus,38,-1.6768827145981646
Desulfobulbus elongatus,39,-1.6912756855122528
Desulfobulbus elongatus,40,-1.6904532300314474
Desulfobulbus elongatus,41,-1.702378834503121
Desulfobulbus elongatus,42,-1.707724795128354
Desulfobulbus elongatus,43,-1.715126894455599
Desulfobulbus elongatus,44,-1.7414454698413606
Desulfobulbus elongatus,45,-1.7430903808029705
Enhygromyxa salina,0,-1.2376914878482714
Enhygromyxa salina,1,-1.465100428290866
Enhygromyxa salina,2,-1.6090301374317488
Enhygromyxa salina,3,-1.6550876443568308
Enhygromyxa salina,4,-1.72499636022526
Enhygromyxa salina,5,-1.609852592912554
Enhygromyxa salina,6,-1.6727704371941394
Enhygromyxa salina,7,-1.6394609902215351
Enhygromyxa salina,8,-1.5987494439216854
Enhygromyxa salina,9,-1.6135536425761767
Enhygromyxa salina,10,-1.6082076819509439
Enhygromyxa salina,11,-1.59628207747927
Enhygromyxa salina,12,-1.5905248891136352
Enhygromyxa salina,13,-1.623423108345837
Enhygromyxa salina,14,-1.6493304559911954
Enhygromyxa salina,15,-1.6415171289235477
Enhygromyxa salina,16,-1.6464518618083783
Enhygromyxa salina,17,-1.631647663153887
Enhygromyxa salina,18,-1.6485080005103905
Enhygromyxa salina,19,-1.6295915244518748
Enhygromyxa salina,20,-1.6698918430113217
Enhygromyxa salina,21,-1.7036125177243289
Enhygromyxa salina,22,-1.712248300272781
Enhygromyxa salina,23,-1.7081360228687563
Enhygromyxa salina,24,-1.719650399600027
Enhygromyxa salina,25,-1.7212953105616369
Enhygromyxa salina,26,-1.7373331924373354
Enhygromyxa salina,27,-1.7340433705141152
Enhygromyxa salina,28,-1.7344545982545179
Enhygromyxa salina,29,-1.7566608962362542
Enhygromyxa salina,30,-1.7706426394099393
Enhygromyxa salina,31,-1.7591282626786693
Enhygromyxa salina,32,-1.7718763226311471
Enhygromyxa salina,33,-1.7866805212856378
Enhygromyxa salina,34,-1.7912040264300653
Enhygromyxa salina,35,-1.7920264819108707
Enhygromyxa salina,36,-1.805596997344154
Enhygromyxa salina,37,-1.8138215521522039
Enhygromyxa salina,38,-1.834794166912733
Enhygromyxa salina,39,-1.8171113740754246
Enhygromyxa salina,40,-1.8360278501339402
Enhygromyxa salina,41,-1.8516545042692365
Enhygromyxa salina,42,-1.8446636326823933
Enhygromyxa salina,43,-1.868103613885337
Enhygromyxa salina,44,-1.883319040280231
Enhygromyxa salina,45,-1.8849639512418408
Frankiales bacterium YIM 75000,0,-1.1932788918847996
Frankiales bacterium YIM 75000,1,-1.396014167903242
Frankiales bacterium YIM 75000,2,-1.5165038958411816
Frankiales bacterium YIM 75000,3,-1.541588788005735
Frankiales bacterium YIM 75000,4,-1.5744870072379369
Frankiales bacterium YIM 75000,5,-1.5765431459399497
Frankiales bacterium YIM 75000,6,-1.6295915244518746
Frankiales bacterium YIM 75000,7,-1.6012168103641007
Frankiales bacterium YIM 75000,8,-1.569141046612704
Frankiales bacterium YIM 75000,9,-1.5543368479582131
Frankiales bacterium YIM 75000,10,-1.5329530054572824
Frankiales bacterium YIM 75000,11,-1.5901136613732327
Frankiales bacterium YIM 75000,12,-1.568318591131899
Frankiales bacterium YIM 75000,13,-1.612319959354969
Frankiales bacterium YIM 75000,14,-1.6184883754610064
Frankiales bacterium YIM 75000,15,-1.6279466134902645
Frankiales bacterium YIM 75000,16,-1.6538539611356238
Frankiales bacterium YIM 75000,17,-1.6661907933476987
Frankiales bacterium YIM 75000,18,-1.6953879629162782
Frankiales bacterium YIM 75000,19,-1.7023788345031212
Frankiales bacterium YIM 75000,20,-1.6957991906566807
Frankiales bacterium YIM 75000,21,-1.711014617051574
Frankiales bacterium YIM 75000,22,-1.7023788345031208
Frankiales bacterium YIM 75000,23,-1.7192391718596243
Frankiales bacterium YIM 75000,24,-1.7221177660424418
Frankiales bacterium YIM 75000,25,-1.7237626770040522
Frankiales bacterium YIM 75000,26,-1.7311647763312974
Frankiales bacterium YIM 75000,27,-1.7389781033989453
Frankiales bacterium YIM 75000,28,-1.7344545982545174
Frankiales bacterium YIM 75000,29,-1.7628293123422922
Frankiales bacterium YIM 75000,30,-1.7657079065251091
Frankiales bacterium YIM 75000,31,-1.7751661445543676
Frankiales bacterium YIM 75000,32,-1.7940826206128833
Frankiales bacterium YIM 75000,33,-1.8027184031613364
Frankiales bacterium YIM 75000,34,-1.815877690854217
Frankiales bacterium YIM 75000,35,-1.8179338295562295
Frankiales bacterium YIM 75000,36,-1.816700146335022
Frankiales bacterium YIM 75000,37,-1.8323268004703177
Frankiales bacterium YIM 75000,38,-1.8409625830187708
Frankiales bacterium YIM 75000,39,-1.8553555539328594
Frankiales bacterium YIM 75000,40,-1.8532994152308464
Frankiales bacterium YIM 75000,41,-1.8516545042692365
Frankiales bacterium YIM 75000,42,-1.8520657320096388
Frankiales bacterium YIM 75000,43,-1.861935197779299
Frankiales bacterium YIM 75000,44,-1.8635801087409098
Frankiales bacterium YIM 75000,45,-1.8886650009054633
Geodermatophilus obscurus,0,-1.5633838582470685
Geodermatophilus obscurus,1,-1.8315043449895125
Geodermatophilus obscurus,2,-1.8989456944155265
Geodermatophilus obscurus,3,-1.9252642698012874
Geodermatophilus obscurus,4,-1.8483646823460165
Geodermatophilus obscurus,5,-1.7640629955634992
Geodermatophilus obscurus,6,-1.6838735861850076
Geodermatophilus obscurus,7,-1.5629726305066662
Geodermatophilus obscurus,8,-1.4285011593950419
Geodermatophilus obscurus,9,-1.3964253956436448
Geodermatophilus obscurus,10,-1.3318626404004492
Geodermatophilus obscurus,11,-1.3532464829013804
Geodermatophilus obscurus,12,-1.3178808972267633
Geodermatophilus obscurus,13,-1.3076002037167007
Geodermatophilus obscurus,14,-1.311301253380323
Geodermatophilus obscurus,15,-1.2763468954461088
Geodermatophilus obscurus,16,-1.2492058645795423
Geodermatophilus obscurus,17,-1.2097280015009
Geodermatophilus obscurus,18,-1.192045208663592
Geodermatophilus obscurus,19,-1.1681939997202457
Geodermatophilus obscurus,20,-1.1406417411132765
Geodermatophilus obscurus,21,-1.1348845527476414
Geodermatophilus obscurus,22,-1.111444571544698
Geodermatophilus obscurus,23,-1.0789575800528988
Geodermatophilus obscurus,24,-1.0732003916872634
Geodermatophilus obscurus,25,-1.0440032221186841
Geodermatophilus obscurus,26,-1.030432706685401
Geodermatophilus obscurus,27,-0.9938334377895766
Geodermatophilus obscurus,28,-0.9720383675482429
Geodermatophilus obscurus,29,-0.9597015353361675
Geodermatophilus obscurus,30,-0.9157001671130971
Geodermatophilus obscurus,31,-0.9115878897090723
Geodermatophilus obscurus,32,-0.8971949187949837
Geodermatophilus obscurus,33,-0.8836244033617007
Geodermatophilus obscurus,34,-0.8425016293214486
Geodermatophilus obscurus,35,-0.8322209358113856
Geodermatophilus obscurus,36,-0.8161830539356874
Geodermatophilus obscurus,37,-0.7873971121075108
Geodermatophilus obscurus,38,-0.7812286960014732
Geodermatophilus obscurus,39,-0.7388722387400136
Geodermatophilus obscurus,40,-0.729414000710755
Geodermatophilus obscurus,41,-0.7129648910946546
Geodermatophilus obscurus,42,-0.6924035040745283
Geodermatophilus obscurus,43,-0.6677298396503769
Geodermatophilus obscurus,44,-0.666907384169572
Geodermatophilus obscurus,45,-0.6278407488313327
Granulosicoccus antarcticus,0,-1.6941542796950704
Granulosicoccus antarcticus,1,-1.3330963236216564
Granulosicoccus antarcticus,2,-0.9539443469705322
Granulosicoccus antarcticus,3,-0.4830885842096446
Granulosicoccus antarcticus,4,0.04780642865000999
Granulosicoccus antarcticus,5,0.6477877018972895
Granulosicoccus antarcticus,6,1.2300861823072597
Granulosicoccus antarcticus,7,1.8382920103625888
Granulosicoccus antarcticus,8,2.521752514911579
Granulosicoccus antarcticus,9,3.183006721478834
Granulosicoccus antarcticus,10,3.8631774041046048
Granulosicoccus antarcticus,11,4.511683550719381
Granulosicoccus antarcticus,12,5.174993895988648
Granulosicoccus antarcticus,13,5.836659330296305
Granulosicoccus antarcticus,14,6.488044071093899
Granulosicoccus antarcticus,15,7.125035840977405
Granulosicoccus antarcticus,16,7.780121631438621
Granulosicoccus antarcticus,17,8.387093776272742
Granulosicoccus antarcticus,18,8.9722708508655309
Granulosicoccus antarcticus,19,9.553746875794698
Granulosicoccus antarcticus,20,10.110549236299711
Granulosicoccus antarcticus,21,10.682567023199617
Granulosicoccus antarcticus,22,11.287071801591324
Granulosicoccus antarcticus,23,11.806863665460112
Granulosicoccus antarcticus,24,12.301159409423942
Granulosicoccus antarcticus,25,12.820128817811923
Granulosicoccus antarcticus,26,13.3543136525948
Granulosicoccus antarcticus,27,13.862179911991916
Granulosicoccus antarcticus,28,14.307128327107442
Granulosicoccus antarcticus,29,14.775927951166317
Granulosicoccus antarcticus,30,15.243082664263582
Granulosicoccus antarcticus,31,15.69132090130233
Granulosicoccus antarcticus,32,16.15107351507235
Granulosicoccus antarcticus,33,16.579161592831376
Granulosicoccus antarcticus,34,17.018764047321667
Granulosicoccus antarcticus,35,17.388046558203136
Granulosicoccus antarcticus,36,17.822303052068193
Granulosicoccus antarcticus,37,18.235998158913134
Granulosicoccus antarcticus,38,18.6221410071511
Granulosicoccus antarcticus,39,18.966749853608412
Granulosicoccus antarcticus,40,19.319172027133373
Granulosicoccus antarcticus,41,19.658846140705855
Granulosicoccus antarcticus,42,20.002632531682366
Granulosicoccus antarcticus,43,20.32092280275392
Granulosicoccus antarcticus,44,20.643736578969893
Granulosicoccus antarcticus,45,20.95791457263742
Halobacteriovorax marinus,0,-2.6996061049792357
Halobacteriovorax marinus,1,-2.8369561702736776
Halobacteriovorax marinus,2,-2.8895933210452007
Halobacteriovorax marinus,3,-2.897406648112848
Halobacteriovorax marinus,4,-2.7637576324820294
Halobacteriovorax marinus,5,-2.6510812316117383
Halobacteriovorax marinus,6,-2.5375823752606417
Halobacteriovorax marinus,7,-2.4709634813154335
Halobacteriovorax marinus,8,-2.3525298920795077
Halobacteriovorax marinus,9,-2.20942263841943
Halobacteriovorax marinus,10,-2.052333641585667
Halobacteriovorax marinus,11,-1.9713217767263704
Halobacteriovorax marinus,12,-1.9581624890334892
Halobacteriovorax marinus,13,-1.9244418143204824
Halobacteriovorax marinus,14,-1.855355553932859
Halobacteriovorax marinus,15,-1.7883254322472482
Halobacteriovorax marinus,16,-1.713070755753587
Halobacteriovorax marinus,17,-1.6538539611356229
Halobacteriovorax marinus,18,-1.5979269884408804
Halobacteriovorax marinus,19,-1.5395326493037227
Halobacteriovorax marinus,20,-1.4897740927150172
Halobacteriovorax marinus,21,-1.4482400909343627
Halobacteriovorax marinus,22,-1.375452780883116
Halobacteriovorax marinus,23,-1.349134205497355
Halobacteriovorax marinus,24,-1.3162359862651534
Halobacteriovorax marinus,25,-1.2808704005905365
Halobacteriovorax marinus,26,-1.2352241214058564
Halobacteriovorax marinus,27,-1.2109616847221079
Halobacteriovorax marinus,28,-1.1718950493838682
Halobacteriovorax marinus,29,-1.1521561178445476
Halobacteriovorax marinus,30,-1.1093884328426846
Halobacteriovorax marinus,31,-1.0781351245720934
Halobacteriovorax marinus,32,-1.046470588561099
Halobacteriovorax marinus,33,-1.035367439570231
Halobacteriovorax marinus,34,-0.9893099326451489
Halobacteriovorax marinus,35,-0.9642250404805948
Halobacteriovorax marinus,36,-0.9420187424988586
Halobacteriovorax marinus,37,-0.9119991174494749
Halobacteriovorax marinus,38,-0.8922601859101537
Halobacteriovorax marinus,39,-0.8671752937456001
Halobacteriovorax marinus,40,-0.8478475899466811
Halobacteriovorax marinus,41,-0.8215290145609202
Halobacteriovorax marinus,42,-0.8022013107620014
Halobacteriovorax marinus,43,-0.7676581805681897
Halobacteriovorax marinus,44,-0.7594336257601394
Halobacteriovorax marinus,45,-0.7351711890763909
Humibacillus sp. DSM 29435,0,-1.8779730796549976
Humibacillus sp. DSM 29435,1,-1.9462368845618156
Humibacillus sp. DSM 29435,2,-1.976667737351603
Humibacillus sp. DSM 29435,3,-1.952405300667854
Humibacillus sp. DSM 29435,4,-1.8989456944155267
Humibacillus sp. DSM 29435,5,-1.7986061257573112
Humibacillus sp. DSM 29435,6,-1.7603619458998763
Humibacillus sp. DSM 29435,7,-1.6468630895487806
Humibacillus sp. DSM 29435,8,-1.4963537365614579
Humibacillus sp. DSM 29435,9,-1.3606485822286256
Humibacillus sp. DSM 29435,10,-1.3010205598702602
Humibacillus sp. DSM 29435,11,-1.334741234583267
Humibacillus sp. DSM 29435,12,-1.2660662019360458
Humibacillus sp. DSM 29435,13,-1.1965687138080194
Humibacillus sp. DSM 29435,14,-1.2101392292413027
Humibacillus sp. DSM 29435,15,-1.1862880202979567
Humibacillus sp. DSM 29435,16,-1.214662734385731
Humibacillus sp. DSM 29435,17,-1.2109616847221079
Humibacillus sp. DSM 29435,18,-1.2376914878482717
Humibacillus sp. DSM 29435,19,-1.2175413285685486
Humibacillus sp. DSM 29435,20,-1.2381027155886741
Humibacillus sp. DSM 29435,21,-1.2027371299140572
Humibacillus sp. DSM 29435,22,-1.1817645151535285
Humibacillus sp. DSM 29435,23,-1.136940691449654
Humibacillus sp. DSM 29435,24,-1.1484550681809247
Humibacillus sp. DSM 29435,25,-1.1439315630364968
Humibacillus sp. DSM 29435,26,-1.1254263147183834
Humibacillus sp. DSM 29435,27,-1.111033343804295
Humibacillus sp. DSM 29435,28,-1.0978740561114146
Humibacillus sp. DSM 29435,29,-1.0793688077933012
Humibacillus sp. DSM 29435,30,-1.1093884328426848
Humibacillus sp. DSM 29435,31,-1.096640372890207
Humibacillus sp. DSM 29435,32,-1.0563400543307595
Humibacillus sp. DSM 29435,33,-1.0440032221186841
Humibacillus sp. DSM 29435,34,-1.0460593608206965
Humibacillus sp. DSM 29435,35,-1.0296102512045961
Humibacillus sp. DSM 29435,36,-1.0037029035592369
Humibacillus sp. DSM 29435,37,-0.9995906261552119
Humibacillus sp. DSM 29435,38,-0.9724495952886454
Humibacillus sp. DSM 29435,39,-0.9745057339906584
Humibacillus sp. DSM 29435,40,-0.9539443469705315
Humibacillus sp. DSM 29435,41,-0.9313268212483934
Humibacillus sp. DSM 29435,42,-0.9119991174494748
Humibacillus sp. DSM 29435,43,-0.916933850334305
Humibacillus sp. DSM 29435,44,-0.9013071961990091
Humibacillus sp. DSM 29435,45,-0.8634742440819775
Intrasporangiaceae bacterium URHB0013,0,-2.4096905479954582
Intrasporangiaceae bacterium URHB0013,1,-2.476720669681069
Intrasporangiaceae bacterium URHB0013,2,-2.4787768083830817
Intrasporangiaceae bacterium URHB0013,3,-2.438476489823634
Intrasporangiaceae bacterium URHB0013,4,-2.248078046017267
Intrasporangiaceae bacterium URHB0013,5,-2.139102694810599
Intrasporangiaceae bacterium URHB0013,6,-2.031772254565541
Intrasporangiaceae bacterium URHB0013,7,-1.8701597525873495
Intrasporangiaceae bacterium URHB0013,8,-1.7110146170515739
Intrasporangiaceae bacterium URHB0013,9,-1.518560034543194
Intrasporangiaceae bacterium URHB0013,10,-1.4860730430513946
Intrasporangiaceae bacterium URHB0013,11,-1.3150023030439457
Intrasporangiaceae bacterium URHB0013,12,-1.1957462583272145
Intrasporangiaceae bacterium URHB0013,13,-1.062097242696395
Intrasporangiaceae bacterium URHB0013,14,-0.9621689017785824
Intrasporangiaceae bacterium URHB0013,15,-0.8729324821112352
Intrasporangiaceae bacterium URHB0013,16,-0.7902757062903285
Intrasporangiaceae bacterium URHB0013,17,-0.6841789492664774
Intrasporangiaceae bacterium URHB0013,18,-0.5912414799355079
Intrasporangiaceae bacterium URHB0013,19,-0.4859671783924626
Intrasporangiaceae bacterium URHB0013,20,-0.3991981251675303
Intrasporangiaceae bacterium URHB0013,21,-0.3194199435294413
Intrasporangiaceae bacterium URHB0013,22,-0.18741583886023172
Intrasporangiaceae bacterium URHB0013,23,-0.13025518294428137
Intrasporangiaceae bacterium URHB0013,24,-0.033205436209286385
Intrasporangiaceae bacterium URHB0013,25,0.051507478313632955
Intrasporangiaceae bacterium URHB0013,26,0.13909898701937032
Intrasporangiaceae bacterium URHB0013,27,0.22998031764832713
Intrasporangiaceae bacterium URHB0013,28,0.28015010197743506
Intrasporangiaceae bacterium URHB0013,29,0.3652742442407565
Intrasporangiaceae bacterium URHB0013,30,0.43641664333039343
Intrasporangiaceae bacterium URHB0013,31,0.5379898952098161
Intrasporangiaceae bacterium URHB0013,32,0.5992628285297915
Intrasporangiaceae bacterium URHB0013,33,0.676984871465868
Intrasporangiaceae bacterium URHB0013,34,0.7563518253635553
Intrasporangiaceae bacterium URHB0013,35,0.8344850960400338
Intrasporangiaceae bacterium URHB0013,36,0.8875334745519594
Intrasporangiaceae bacterium URHB0013,37,0.9631993787860229
Intrasporangiaceae bacterium URHB0013,38,1.0236498566251937
Intrasporangiaceae bacterium URHB0013,39,1.094381027974428
Intrasporangiaceae bacterium URHB0013,40,1.1593550109580262
Intrasporangiaceae bacterium URHB0013,41,1.2214503997588064
Intrasporangiaceae bacterium URHB0013,42,1.2888917491848204
Intrasporangiaceae bacterium URHB0013,43,1.3542769599088214
Intrasporangiaceae bacterium URHB0013,44,1.4044467442379285
Intrasporangiaceae bacterium URHB0013,45,1.4755891433275645
Isoptericola variabilis,0,-2.095101326587529
Isoptericola variabilis,1,-2.2324513918819706
Isoptericola variabilis,2,-2.31222957352006
Isoptericola variabilis,3,-2.2879671368363113
Isoptericola variabilis,4,-2.199964400390172
Isoptericola variabilis,5,-2.071250117644183
Isoptericola variabilis,6,-2.033005937786748
Isoptericola variabilis,7,-1.9047028827811614
Isoptericola variabilis,8,-1.804774541863349
Isoptericola variabilis,9,-1.7110146170515739
Isoptericola variabilis,10,-1.6341150295963023
Isoptericola variabilis,11,-1.6443957231063653
Isoptericola variabilis,12,-1.6213669696438244
Isoptericola variabilis,13,-1.6419283566639506
Isoptericola variabilis,14,-1.607385226470138
Isoptericola variabilis,15,-1.663723426905284
Isoptericola variabilis,16,-1.6452181785871707
Isoptericola variabilis,17,-1.6464518618083779
Isoptericola variabilis,18,-1.6349374850771072
Isoptericola variabilis,19,-1.6517978224336112
Isoptericola variabilis,20,-1.6267129302690568
Isoptericola variabilis,21,-1.634526257336705
Isoptericola variabilis,22,-1.6271241580094595
Isoptericola variabilis,23,-1.6230118806054346
Isoptericola variabilis,24,-1.6221894251246294
Isoptericola variabilis,25,-1.607796454210541
Isoptericola variabilis,26,-1.6139648703165788
Isoptericola variabilis,27,-1.6082076819509437
Isoptericola variabilis,28,-1.6012168103641007
Isoptericola variabilis,29,-1.6209557419034222
Isoptericola variabilis,30,-1.607796454210541
Isoptericola variabilis,31,-1.6024504935853083
Isoptericola variabilis,32,-1.6028617213257108
Isoptericola variabilis,33,-1.6040954045469182
Isoptericola variabilis,34,-1.5987494439216854
Isoptericola variabilis,35,-1.5946371665176602
Isoptericola variabilis,36,-1.5909361168540377
Isoptericola variabilis,37,-1.58312278978639
Isoptericola variabilis,38,-1.5818891065651823
Isoptericola variabilis,39,-1.5802441956035722
Isoptericola variabilis,40,-1.5683185911318984
Isoptericola variabilis,41,-1.551869481515798
Isoptericola variabilis,42,-1.5522807092562005
Isoptericola variabilis,43,-1.5621501750258608
Isoptericola variabilis,44,-1.542822471226943
Isoptericola variabilis,45,-1.544467382188553
Kineosphaera limosa,0,-1.5103354797351434
Kineosphaera limosa,1,-1.762418084601889
Kineosphaera limosa,2,-1.8940109615306961
Kineosphaera limosa,3,-1.9326663691285328
Kineosphaera limosa,4,-1.932255141388131
Kineosphaera limosa,5,-1.9121049821084073
Kineosphaera limosa,6,-1.8491871378268212
Kineosphaera limosa,7,-1.7714650948907442
Kineosphaera limosa,8,-1.7023788345031212
Kineosphaera limosa,9,-1.7011451512819136
Kineosphaera limosa,10,-1.6834623584446051
Kineosphaera limosa,11,-1.654265188876026
Kineosphaera limosa,12,-1.6892195468102404
Kineosphaera limosa,13,-1.7430903808029705
