Time,variable,value
58,D3.1,1.2487966746075054
59,D3.1,1.2643234538655026
60,D3.1,1.3120128473007817
0,E3.1,-0.3138627521438042
1,E3.1,-0.5678364985781914
2,E3.1,-0.5822542221749034
3,E3.1,-0.5700546099007622
4,E3.1,-0.7286495694645925
5,E3.1,-0.645470394868177
6,E3.1,-0.682069231690601
7,E3.1,-0.6210711703198961
8,E3.1,-0.6998141222711691
9,E3.1,-0.6576700071423172
10,E3.1,-0.63770700523918
11,E3.1,-0.49352976927206016
12,E3.1,-0.36044308991779683
13,E3.1,-0.26284619172466983
14,E3.1,-0.23844696717638936
15,E3.1,-0.23401074453124648
16,E3.1,-0.19741190770882433
17,E3.1,-0.1641402378702581
18,E3.1,-0.12532328972526474
19,E3.1,-0.20073907469268026
20,E3.1,-0.11755990009626616
21,E3.1,-0.09537878687055557
22,E3.1,-0.10203312083826876
23,E3.1,-0.12310517840269397
24,E3.1,-0.13308667935426444
25,E3.1,-0.11090556612855229
26,E3.1,-0.1286504567091209
27,E3.1,-0.11977801141883626
28,E3.1,-0.1253232897252654
29,E3.1,-0.12643234538655057
30,E3.1,-0.1397410133219772
31,E3.1,-0.16192212654768734
32,E3.1,-0.1685764605154001
33,E3.1,-0.1441772359671185
34,E3.1,-0.1375229019994051
35,E3.1,-0.14639534728968973
36,E3.1,-0.1297595123704065
37,E3.1,-0.1341957350155485
38,E3.1,-0.10425123216083931
39,E3.1,-0.11977801141883693
40,E3.1,-0.10203312083826943
41,E3.1,-0.0964878425318414
42,E3.1,-0.10868745480598196
43,E3.1,-0.12199612274140792
44,E3.1,-0.10425123216083909
45,E3.1,-0.09094256422541358
46,E3.1,-0.10092406517698338
47,E3.1,-0.10646934348341075
48,E3.1,-0.11755990009626549
49,E3.1,-0.12199612274140836
50,E3.1,-0.13974101332197586
51,E3.1,-0.16635834919283
52,E3.1,-0.1497225142735461
53,E3.1,-0.15970401522511501
54,E3.1,-0.16414023787025833
55,E3.1,-0.16303118220897295
56,E3.1,-0.17412173882182902
57,E3.1,-0.19519379638625312
58,E3.1,-0.23068357754739033
59,E3.1,-0.24510130114410167
60,E3.1,-0.22513829924096207
0,F3.1,0.7031412892550262
1,F3.1,0.446949431498068
2,F3.1,0.4402950975303548
3,F3.1,0.3826242031435072
4,F3.1,0.338261976692086
5,F3.1,0.2317926332086757
6,F3.1,0.2695005256923837
7,F3.1,0.23068357754738944
8,F3.1,0.10979651046726646
9,F3.1,0.19741190770882522
10,F3.1,0.23511980019253187
11,F3.1,0.37153364653065246
12,F3.1,0.5024022145623452
13,F3.1,0.6554518958197488
14,F3.1,0.6942688439647404
15,F3.1,0.6554518958197475
16,F3.1,0.6321617269327504
17,F3.1,0.6277255042876093
18,F3.1,0.6343798382553225
19,F3.1,0.4935297692720604
20,F3.1,0.41811398430464397
21,F3.1,0.4358588748852128
22,F3.1,0.3648793125629388
23,F3.1,0.29611786156323605
24,F3.1,0.21072057564425029
25,F3.1,0.19075757374111113
26,F3.1,0.17855796146697012
27,F3.1,0.14750440295097622
