Time,variable,value
6,E7.2,-0.28724541627295297
7,E7.2,-0.22846546622481823
8,E7.2,-0.18188512845082627
9,E7.2,-0.3992600380627911
10,E7.2,-0.35046158896622703
11,E7.2,-0.18853946241853992
12,E7.2,-0.18853946241853903
13,E7.2,-0.16635834919283043
14,E7.2,-0.09648784253184095
15,E7.2,-0.07763389628998674
16,E7.2,-0.02883544719342357
17,E7.2,-0.07874295195127212
18,E7.2,-0.1563768482412593
19,E7.2,-0.07874295195127257
20,E7.2,-0.11534178877369516
21,E7.2,-0.12754140104783707
22,E7.2,-0.083179174596415
23,E7.2,-0.0565618387255622
24,E7.2,-0.03881694814499337
25,E7.2,-0.05656183872556175
26,E7.2,-0.04768939343527645
27,E7.2,-0.07874295195127434
28,E7.2,-0.04325317079013491
29,E7.2,-0.054343727402991426
30,E7.2,0.013308667935427287
31,E7.2,0.024399224548282028
32,E7.2,0.0133086679354264
33,E7.2,0.01663583491928211
34,E7.2,0.06321617269327451
35,E7.2,0.10425123216083998
36,E7.2,0.08872445290284103
37,E7.2,0.12532328972526496
38,E7.2,0.14417723596711873
39,E7.2,0.13530479067683476
40,E7.2,0.14195912464454752
41,E7.2,0.13419573501554893
42,E7.2,0.09759689819312634
43,E7.2,0.07430672930613014
44,E7.2,0.0731976736448452
45,E7.2,0.015526779257998502
46,E7.2,-0.0033271669838557116
47,E7.2,-0.035489781161135436
48,E7.2,-0.03216261417728017
49,E7.2,-0.07874295195127345
50,E7.2,-0.10203312083826965
51,E7.2,-0.08650634158027115
52,E7.2,-0.10203312083826832
53,E7.2,-0.08317917459641411
54,E7.2,-0.10203312083826921
55,E7.2,-0.10092406517698294
56,E7.2,-0.09094256422541314
57,E7.2,-0.11312367745112262
58,E7.2,-0.13641384633811926
59,E7.2,-0.10092406517698205
60,E7.2,-0.11090556612855185
0,E8.2,0.5190380494816265
1,E8.2,0.6709786750777438
2,E8.2,0.7508306826903031
3,E8.2,0.7807751855450107
4,E8.2,0.721995235496879
5,E8.2,0.6987050666098842
6,E8.2,0.6698696194164588
7,E8.2,0.6399251165617503
8,E8.2,0.6465794505294631
9,E8.2,0.6110896693683263
10,E8.2,0.6310526712714659
11,E8.2,0.7042503449163111
12,E8.2,0.7929747978191535
13,E8.2,0.8007381874481512
14,E8.2,0.9271705328347024
